,eukulele_taxonomy,mmseqs_taxonomy,groups,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,proportion_coding_sequence_mean,proportion_coding_sequence_std,proportion_repeat_mean,proportion_repeat_std,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_SPS3_E045,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,11783200,3225,2504439,178216,0,43.89,3550,1214,0.6244868644067797,0.08165315932836675,0.01070957627118644,0.005509716593355593,5304,3069,57.86,1380,1576,29.71,2092,34.9,0.0,41.38,3.45,Eukaryota_Apicomplexa_Nephromyces_Nephromyces.sp..ex.Molgula.occidentalis,SPO,SRF,20-180
TOPAZ_SPS3_E046,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,10229156,2830,2167301,153242,0,35.07,3480,1062,0.4584375728155341,0.094288177881872,0.1650766019417476,0.03617337138270449,4487,574,12.79,119,147,3.28,349,2.75,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E047,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,4457557,1164,1135342,138006,0,45.78,3758,424,0.6768037777777779,0.0695517982606054,0.013711999999999998,0.005814585721365806,2006,1004,50.05,431,488,24.33,857,10.2,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E048,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,16987894,4919,2611506,209373,0,34.82,3294,1913,0.4274319411764706,0.10248373972200812,0.1557794117647059,0.03812562869230343,5277,1152,21.83,315,399,7.56,760,8.63,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E049,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,3387728,953,587701,30868,0,44.46,3447,369,0.7366144117647059,0.053581873591683545,0.006716470588235293,0.0024460230415356233,1994,866,43.43,352,390,19.56,744,8.24,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS2_E003,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,38538200,8674,16304694,4074602,0,36.47,4493,2777,0.5097919948186529,0.08371179370987296,0.035167202072538865,0.015339509822730768,15990,6229,38.96,1605,2024,12.66,2634,51.76,0.39,,,,SPO,SRF,5-20
TOPAZ_SPS2_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,4364235,1369,302920,12257,0,36.06,3050,568,0.6268072727272729,0.09634278749160673,0.005052727272727273,0.003072920851890506,2104,793,37.69,378,402,19.11,757,9.8,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E005,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,10814416,2519,4179191,1291807,0,39.27,4203,794,0.4590528440366973,0.07539184847635783,0.003381192660550459,0.0033115598821084557,4154,1359,32.72,188,252,6.07,659,4.31,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E006,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,21925500,6368,3373892,260579,0,43.36,3284,2479,0.474092,0.09605222620391092,0.06204968181818182,0.014915343362659575,8626,2551,29.57,816,944,10.94,1436,20.78,0.0,18.6,2.33,Eukaryota_Fungi_Basidiomycota,SPO,SRF,5-20
TOPAZ_SPS2_E007,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;-;-;-;-,Ochrophyta,2803559,804,451163,98331,0,33.42,3353,306,0.24876931034482766,0.07745647462667883,0.0,0.0,599,192,32.05,44,49,8.18,159,0.78,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E008,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,Metazoa,11986413,3233,2802198,198288,0,39.35,3584,1190,0.6808882500000001,0.08519023889373026,0.23252775,0.07589137357063384,3670,1031,28.09,35,113,3.08,150,0.78,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E009,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,3632364,1009,693725,32852,0,56.25,3497,384,0.7816113513513513,0.09378690118192937,0.005817837837837838,0.0038617564517486533,1457,899,61.7,497,535,36.72,914,15.29,0.0,9.52,0.26,Eukaryota,SPO,SRF,5-20
TOPAZ_SPS2_E010,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,16668224,4595,3461739,525670,0,43.61,3479,1715,0.5165014371257485,0.09618214502643807,0.02727736526946108,0.010672749237742257,6675,2487,37.26,782,909,13.62,1439,16.08,0.39,,,,SPO,SRF,5-20
TOPAZ_SPD1_E011,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,13204519,1492,11151266,7494535,147461,48.08,11645,339,0.8057824812030076,0.08198502714397622,0.016788270676691728,0.007812756342744538,6918,4674,67.56,2243,2710,39.17,2854,76.86,0.39,89.47,1.75,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E012,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,12028069,2393,6678545,1847691,0,58.11,5377,745,0.8185200826446282,0.06635168231683475,0.0026019834710743804,0.005085281730712521,7076,4478,63.28,2110,2459,34.75,2770,63.92,1.18,75.44,5.26,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E013,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,3893829,1151,395859,0,0,57.09,3287,471,0.9219233333333332,0.021400246384075703,0.007307179487179486,0.003591027243017247,1610,744,46.21,103,201,12.48,457,2.75,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E014,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,2977972,832,492645,0,0,45.83,3468,324,0.753057,0.03793923212630079,0.005372,0.002902591256102037,1621,857,52.87,313,342,21.1,729,14.51,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E015,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;Choanoflagellata;-;Craspedida;Salpingoecidae;Salpingoeca rosetta,Choanozoa,4069057,1190,467671,12295,0,54.56,3307,477,0.7873151219512194,0.05016765730646863,0.05232365853658537,0.009407091449642621,2165,1053,48.64,340,353,16.3,857,10.98,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E016,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,16026423,2323,11978354,6429239,0,49.29,8130,593,0.7862706832298136,0.05597865439594277,0.009140869565217391,0.004224896983757052,8523,5447,63.91,2645,3198,37.52,3184,83.14,0.39,87.72,0.0,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E017,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,10921780,2463,4739719,828617,0,52.43,4556,812,0.7900796363636362,0.06586288293840982,0.003019636363636364,0.002482945438302416,6383,3885,60.86,1744,2014,31.55,2441,54.51,0.39,57.89,1.75,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E018,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,12820494,1459,11013764,7266745,58839,48.43,11338,366,0.8076788372093022,0.08078607185415479,0.01074217054263566,0.0067715883839933036,7077,4577,64.67,2154,2595,36.67,2755,71.76,0.0,79.37,1.27,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SPO,DCM,0.8-5
TOPAZ_SPD1_E019,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,22846991,5468,8359405,1403680,0,60.12,4157,1863,0.9061133624454148,0.03866983718491629,0.0045937554585152845,0.004798601766101431,12101,5728,47.33,1235,1827,15.1,2262,44.31,0.39,42.11,0.0,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E020,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,Amoebozoa,16814084,4145,5423639,485212,0,44.76,4046,1478,0.7666762721893491,0.0615275681873595,0.005482899408284024,0.002920225004796497,8257,4543,55.02,1561,1869,22.64,2515,54.51,1.18,52.63,3.51,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E021,Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bolidophyceae;-;Parmales;Triparmaceae;Triparma pacifica,Ochrophyta,11880133,2480,5868903,1499890,0,51.27,4964,781,0.852151680672269,0.03877943952597111,0.006189747899159663,0.005485820601107696,5838,3112,53.31,1103,1300,22.27,1905,37.65,0.39,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E022,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,Chlorophyta,14180505,1939,11311521,6031613,0,60.98,8734,502,0.8213502816901409,0.033113545565533316,0.00437880281690141,0.004259479813904802,8057,5468,67.87,2649,3168,39.32,3214,85.49,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E023,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Leotiomycetes;-;Helotiales;Mollisiaceae;Rhynchosporium commune,Fungi,47806113,535,47620109,47084822,43247832,48.59,197824,70,0.552947661795407,0.06476810858218411,0.002525240083507307,0.00505101770422696,17215,10538,61.21,3456,5309,30.84,3918,98.43,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD4_E004,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,Metazoa,18663419,4754,5116321,252021,0,34.72,3964,1770,0.10174021390374334,0.044803952926223016,0.2780868449197861,0.048538872686777784,2406,246,10.22,36,61,2.54,136,0.39,0.0,,,,SPO,DCM,180-2000
TOPAZ_SPD4_E005,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,Metazoa,2589311,722,488620,0,0,34.4,3504,279,0.4713219230769231,0.06629968708704619,0.45066692307692297,0.09008275134859364,624,115,18.43,11,23,3.69,62,0.0,0.0,,,,SPO,DCM,180-2000
TOPAZ_SPS1_E042,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,4011675,1122,663715,129442,0,47.27,3454,430,0.8171760975609756,0.11650745793940695,0.0,0.0,2371,1286,54.24,549,586,24.72,1142,17.65,0.0,26.32,3.51,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E043,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,Ochrophyta,20674057,2281,17435441,12342569,645357,31.65,12904,462,0.8575503381642513,0.043799798814767935,0.03947492753623188,0.026802089089922092,10783,5919,54.89,2184,2791,25.88,3033,71.37,1.18,77.78,10.27,Eukaryota_Fungi_Ascomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E044,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,4192991,1229,617945,14451,0,39.83,3263,482,0.4337978571428571,0.0939081067938154,0.01913309523809524,0.0075764099703321715,1593,402,25.24,57,66,4.14,274,0.78,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E045,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,9518438,2654,1805954,87454,0,62.27,3508,1014,0.9207858333333334,0.08054392244642396,0.009882604166666666,0.01819273030434545,4727,2190,46.33,462,598,12.65,1213,15.69,0.39,10.26,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E046,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,13713520,840,13189950,11531326,1949051,48.32,24536,177,0.8243653623188405,0.07503127194574448,0.015398695652173909,0.009964512090274541,7304,4933,67.54,2399,2916,39.92,2927,78.04,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E047,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,57387513,15336,12558756,765913,0,56.17,3699,5790,0.8428058013937282,0.033083645621863216,0.01492792682926829,0.009553072606476474,26676,12618,47.3,1698,3309,12.4,2895,51.37,0.78,57.89,1.75,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E048,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,Chlorophyta,10959357,2469,4627002,765774,0,70.75,4578,838,0.8748604545454545,0.04987727785431985,0.0,0.0,5666,3686,65.05,1840,2114,37.31,2524,61.18,0.0,64.91,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E049,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira oceanica,Ochrophyta,29323338,5681,16664978,4711660,85272,55.01,5563,1726,0.6988102040816326,0.06865893167882878,0.032437278911564615,0.022107584719265175,13235,6007,45.39,1916,2445,18.47,2770,66.67,1.18,78.26,4.35,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E050,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,52919207,9316,33709050,13960582,178077,58.26,6389,2557,0.8295016603773584,0.05759173517649362,0.015864830188679246,0.008232484623998497,24369,10626,43.6,2469,3842,15.77,3321,71.76,3.53,70.02,14.89,Eukaryota_Fungi_Ascomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E051,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,Haptophyta,54997954,9913,34407090,13032942,52027,67.2,6180,2797,0.7582964727272727,0.033115081819648035,0.02166549090909091,0.014701153623097657,31796,14067,44.24,2213,3922,12.33,3454,69.8,1.18,73.68,12.28,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E052,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,Chlorophyta,17349718,3223,10443907,3165269,0,42.75,5840,983,0.7935811494252875,0.04793874735044081,0.000266551724137931,0.0009394726175087551,9120,4559,49.99,2072,2487,27.27,2814,66.67,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E053,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Acremonium chrysogenum,Fungi,3038172,922,233557,0,0,54.89,3196,382,0.5579951612903226,0.0821428420642562,0.0,0.0,1648,851,51.64,344,369,22.39,761,9.8,0.0,10.14,0.27,Eukaryota_Fungi_Ascomycota_Sordariomycetes_Hypocreales,SPO,SRF,0.8-5
TOPAZ_SPS1_E054,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,Ochrophyta,41394118,8918,19140913,4689771,0,59.44,4741,2871,0.8210992753623187,0.039794370677762335,0.06319898550724637,0.018455553408874236,16713,7571,45.3,1643,2407,14.4,2736,51.76,0.39,37.78,6.67,Eukaryota_Apicomplexa,SPO,SRF,0.8-5
TOPAZ_SPS1_E055,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,Haptophyta,51614452,9196,32961646,12142246,0,68.57,6296,2643,0.8157047388781431,0.04702660123559083,0.024656905222437138,0.015323093243659387,28078,13007,46.32,2327,3916,13.95,3465,70.98,1.96,71.28,28.72,Eukaryota_Fungi_Microsporidia_Pleistophoridae_Vavraia_Vavraia.culicis,SPO,SRF,0.8-5
TOPAZ_SPS1_E056,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,18379044,5108,3190437,118188,0,48.66,3545,1977,0.8571366847826086,0.03339537247278865,0.0029214673913043475,0.0023554194030265744,8279,4052,48.94,863,1197,14.46,1836,27.06,0.39,20.69,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E057,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,3497844,1087,246079,0,0,61.74,3090,455,0.8919142857142857,0.016421037601758524,0.0,0.0,2090,753,36.03,182,202,9.67,604,9.02,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E058,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,Amoebozoa,16128614,2378,12185657,5961028,0,55.73,8027,636,0.892096666666667,0.054889433319387226,0.008249876543209876,0.01143372043333758,9777,5715,58.45,1903,2305,23.58,2843,71.76,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E059,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Isochrysidaceae;Chrysotila carterae,Haptophyta,9226254,2197,3520930,546130,0,59.41,4213,741,0.7524868817204302,0.07569030958811801,0.015169462365591397,0.008970291392588006,5741,2837,49.42,866,1016,17.7,1742,24.71,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E060,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,37976653,5956,26991569,12728074,54045,51.96,7272,1595,0.8599706842105264,0.036550871277040764,0.010303526315789471,0.004521351298571806,17922,8607,48.02,2407,3392,18.93,3282,78.04,0.39,75.74,11.32,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E061,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,32252200,4855,23707280,11845236,54201,47.37,7787,1260,0.8948060681114551,0.030278557950093276,0.013048916408668731,0.006842078179204762,16366,7979,48.75,2422,3408,20.82,3315,79.61,4.31,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E062,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,Ochrophyta,5850590,1553,1441743,108872,0,65.28,3684,570,0.8589813559322034,0.061750488763800314,0.02724322033898305,0.009199728890750807,2719,1212,44.58,294,328,12.06,881,8.63,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E063,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,7989028,2452,594066,12070,0,60.99,3134,1013,0.8797486249999998,0.027252329246495142,0.008612999999999999,0.003784171771999786,4077,1790,43.9,331,476,11.68,957,9.8,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E064,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,52163885,11053,25535469,5879960,0,40.7,4922,3537,0.7740906513409961,0.03933091142890828,0.0111977969348659,0.01034033310994694,30766,12859,41.8,2241,4250,13.81,3331,75.69,18.82,80.7,36.84,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E065,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,16230677,2206,12772620,7036368,0,49.24,8899,563,0.7771356441717792,0.0536203637953166,0.01944159509202454,0.008884006096736261,8583,5488,63.94,2698,3231,37.64,3200,84.71,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E066,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Florenciella parvula,Ochrophyta,24303032,5138,11730468,3271314,0,56.67,4869,1604,0.8044887704918033,0.06858702044773593,0.03313926229508196,0.012795800615444806,10786,4660,43.2,1031,1406,13.04,2023,35.29,0.0,40.0,4.44,Eukaryota_Apicomplexa,SPO,SRF,0.8-5
TOPAZ_SPS1_E067,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,10120585,2383,3914132,434925,0,47.93,4378,824,0.7978550980392158,0.0696312349163131,0.001699705882352941,0.004025938316127001,6148,3614,58.78,1649,1877,30.53,2368,56.08,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E068,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,Haptophyta,16459522,4538,3094203,147079,0,60.43,3557,1743,0.7574979393939393,0.036179321324639004,0.005221030303030303,0.0037283818285803,10031,4309,42.96,844,1184,11.8,1777,23.14,1.18,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E069,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,13073556,2992,5481980,767734,0,68.54,4490,1015,0.7839973282442749,0.051082807341010734,0.005710229007633586,0.019164584563049446,7965,4437,55.71,1854,2220,27.87,2578,62.75,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E070,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,28450029,6303,12855712,2718872,0,60.67,4633,2038,0.8944837894736842,0.0366624635281875,0.008213473684210527,0.008571466508652799,15302,7087,46.31,1505,2263,14.79,2538,49.02,1.18,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E071,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,9602780,2738,1504741,94797,0,47.74,3373,1065,0.5933067010309278,0.10195596054251918,0.030865463917525773,0.017927242991593158,3225,547,16.96,52,81,2.51,259,1.18,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E072,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,Chlorophyta,15279251,2474,10731609,4533364,0,54.94,6974,704,0.8336439869281045,0.03899334978225978,0.0147340522875817,0.006395540259661593,7551,4701,62.26,2224,2637,34.92,2880,69.41,0.78,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E073,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,Haptophyta,47399375,8387,29996365,12734827,0,62.49,6317,2287,0.8760826582278479,0.02700399930728471,0.030848713080168774,0.01835300232483499,28757,12684,44.11,2338,3860,13.42,3437,72.16,0.39,69.39,24.74,Eukaryota_Fungi_Microsporidia_Pleistophoridae,SPO,SRF,0.8-5
TOPAZ_SPS1_E074,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,30132741,7236,10762508,1207273,0,56.75,4205,2532,0.8761936423841059,0.04266965841961879,0.02295807947019868,0.013047339391068872,16654,7183,43.13,1388,2117,12.71,2396,41.18,0.0,46.51,2.33,Eukaryota_Fungi_Basidiomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E075,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,2736291,843,149833,0,0,65.49,3154,350,0.8094674999999999,0.11243004096595867,0.019302142857142855,0.015992781040462076,1471,709,48.2,185,205,13.94,566,5.1,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E076,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,3613677,980,711686,21545,0,40.01,3604,379,0.7526464864864866,0.11135944919715192,0.0,0.0,1659,918,55.33,335,372,22.42,799,11.37,0.0,,,,SPO,SRF,0.8-5
